idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
37,1.85,0,0,-3.7,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
38,1.9000000000000001,0,0,-3.8000000000000003,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
39,1.9500000000000002,0,0,-3.9000000000000004,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
40,2.0,0,0,-4.0,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
41,2.0500000000000003,0,0,-4.1000000000000005,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
42,2.1,0,0,-4.2,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
43,2.15,0,0,-4.3,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
44,2.2,0,0,-4.4,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
45,2.25,0,0,-4.5,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
46,2.3000000000000003,0,0,-4.6000000000000005,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
47,2.35,0,0,-4.7,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
48,2.4000000000000004,0,0,-4.800000000000001,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
49,2.45,0,0,-4.9,0.0,0.0,-2.0,0,0,0,0,10,0,0,0
49,2.45,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
50,2.5,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
51,2.5500000000000003,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
52,2.6,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
53,2.6500000000000004,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
54,2.7,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
55,2.75,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
56,2.8000000000000003,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
57,2.85,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
58,2.9000000000000004,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
59,2.95,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
60,3.0,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
61,3.0500000000000003,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
62,3.1,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
63,3.1500000000000004,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
64,3.2,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
65,3.25,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
66,3.3000000000000003,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
67,3.35,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
68,3.4000000000000004,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
69,3.45,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
70,3.5,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
71,3.5500000000000003,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
72,3.6000000000000005,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
73,3.6500000000000004,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
74,3.7,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
75,3.75,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
76,3.8000000000000003,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
77,3.8500000000000005,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
78,3.9000000000000004,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
79,3.95,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
80,4.0,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
81,4.050000000000001,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
82,4.1000000000000005,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
83,4.15,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
84,4.2,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
85,4.25,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
86,4.300000000000001,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
87,4.3500000000000005,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
88,4.4,0,0,-4.9,0,0,0,0,0,0,0,20,0,0,0
89,4.45,0.0,0.0,-4.9,0.0,0.0,-1.5,0,0,0,0,30,0,0,0
90,4.516666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
91,4.566666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
92,4.616666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
93,4.666666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
94,4.716666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
95,4.766666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
96,4.816666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
97,4.866666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
98,4.916666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
99,4.966666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
100,5.016666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
101,5.066666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
102,5.116666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
103,5.166666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
104,5.216666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
105,5.266666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
106,5.316666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
107,5.366666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
108,5.416666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
109,5.466666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
110,5.516666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
111,5.566666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
112,5.616666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
113,5.666666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
114,5.716666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
115,5.766666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
116,5.816666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
117,5.866666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
118,5.916666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
119,5.966666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
120,6.016666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
121,6.066666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
122,6.116666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
123,6.166666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
124,6.216666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
125,6.266666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
126,6.316666666666666,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
127,6.366666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
128,6.416666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
129,6.466666666666667,0.0,0.0,-5.0,0,0,0,0,0,0,0,40,0,0,0
130,6.516666666666667,0.0,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
131,6.566666666666666,0.07575757575757576,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
132,6.616666666666666,0.15151515151515152,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
133,6.666666666666667,0.2272727272727273,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
134,6.716666666666667,0.30303030303030304,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
135,6.766666666666667,0.3787878787878788,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
136,6.816666666666666,0.4545454545454546,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
137,6.866666666666666,0.5303030303030303,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
138,6.916666666666667,0.6060606060606061,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
139,6.966666666666667,0.6818181818181818,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
140,7.016666666666667,0.7575757575757576,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
141,7.066666666666666,0.8333333333333333,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
142,7.116666666666667,0.9090909090909092,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
143,7.166666666666667,0.9848484848484849,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
144,7.216666666666667,1.0606060606060606,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
145,7.266666666666667,1.1363636363636362,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
146,7.316666666666666,1.2121212121212122,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
147,7.366666666666667,1.2878787878787878,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
148,7.416666666666667,1.3636363636363635,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
149,7.466666666666667,1.4393939393939394,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
150,7.516666666666667,1.5151515151515151,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
151,7.566666666666666,1.5909090909090908,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
152,7.616666666666667,1.6666666666666665,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
153,7.666666666666667,1.7424242424242427,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
154,7.716666666666667,1.8181818181818183,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
155,7.766666666666667,1.893939393939394,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
156,7.816666666666666,1.9696969696969697,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
157,7.866666666666667,2.0454545454545454,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
158,7.916666666666667,2.121212121212121,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
159,7.966666666666667,2.196969696969697,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
160,8.016666666666666,2.2727272727272725,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
161,8.066666666666666,2.3484848484848486,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
162,8.116666666666667,2.4242424242424243,0.0,-5.0,1.5,0.0,0.0,0,0,0,0,50,0,0,0
163,8.183333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
164,8.233333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
165,8.283333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
166,8.333333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
167,8.383333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
168,8.433333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
169,8.483333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
170,8.533333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
171,8.583333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
172,8.633333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
173,8.683333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
174,8.733333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
175,8.783333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
176,8.833333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
177,8.883333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
178,8.933333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
179,8.983333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
180,9.033333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
181,9.083333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
182,9.133333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
183,9.183333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
184,9.233333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
185,9.283333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
186,9.333333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
187,9.383333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
188,9.433333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
189,9.483333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
190,9.533333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
191,9.583333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
192,9.633333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
193,9.683333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
194,9.733333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
195,9.783333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
196,9.833333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
197,9.883333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
198,9.933333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
199,9.983333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
200,10.033333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
201,10.083333333333334,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
202,10.133333333333333,2.5,0.0,-5.0,0,0,0,0,0,0,0,60,0,0,0
203,10.183333333333334,2.5,0.0,-5.0,-0.0,0.7853981633974483,0,-0.24674011002723398,-0.0,0,0,70,0,0,0
204,10.233333333333334,2.499691581204152,0.03926829327955169,-5.0,-0.012336498168604904,0.7853012707751216,0,-0.2467096703121851,-0.0038756252017513103,0,0,70,0,0,0
205,10.283333333333333,2.498766400914329,0.07852689769532073,-5.0,-0.024669952490881684,0.7850106168149464,0,-0.24661835867758278,-0.007750294150976313,0,0,70,0,0,0
206,10.333333333333334,2.497224687404925,0.11776612677410667,-5.0,-0.036997319871525776,0.7845262732314381,0,-0.24646619765320643,-0.011623050831089705,0,0,70,0,0,0
207,10.383333333333333,2.4950668210706795,0.15697629882328343,-5.0,-0.04931555871709433,0.7838483595291283,0,-0.24625322478251208,-0.015492939697329964,0,0,70,0,0,0
208,10.433333333333334,2.4922933343328193,0.19614773931961235,-5.0,-0.061621629686474,0.7829770429730797,0,-0.24597949261336868,-0.01935900591252574,0,0,70,0,0,0
209,10.483333333333334,2.4889049115077,0.2352707832962858,-5.0,-0.07391249644079277,0.7819125385476144,0,-0.24564506868509317,-0.02322029558268763,0,0,70,0,0,0
210,10.533333333333333,2.4849023886379493,0.2743357777276132,-5.0,-0.08618512639259121,0.7806551089032711,0,-0.24525003551178565,-0.027075855992367233,0,0,70,0,0,0
211,10.583333333333334,2.4802867532861947,0.31333308391076065,-5.0,-0.09843649145406799,0.7792050642919989,0,-0.2447944905619706,-0.030924735839725447,0,0,70,0,0,0
212,10.633333333333333,2.475059144291394,0.35225307984395665,-5.0,-0.11066356878421531,0.7775627624906083,0,-0.24427854623454803,-0.03476598547125195,0,0,70,0,0,0
213,10.683333333333334,2.4692208514878446,0.39108616260057716,-5.0,-0.12286334153465965,0.7757286087124946,0,-0.24370232983106044,-0.038598657116078045,0,0,70,0,0,0
214,10.733333333333334,2.4627733153869347,0.4298227506985239,-5.0,-0.13503279959402398,0.7737030555076572,0,-0.2430659835242832,-0.04242180511982485,0,0,70,0,0,0
215,10.783333333333333,2.455718126821722,0.46845328646431156,-5.0,-0.1471689403306276,0.7714866026510409,0,-0.24236966432314577,-0.046234486177929426,0,0,70,0,0,0
216,10.833333333333334,2.448057026554414,0.5069682383912812,-5.0,-0.1592687693333408,0.769079797019222,0,-0.24161354403399174,-0.05003575956839108,0,0,70,0,0,0
217,10.883333333333333,2.439791904846869,0.5453581034913564,-5.0,-0.17132930115041073,0.766483232455477,0,-0.2407978092181884,-0.05382468738388036,0,0,70,0,0,0
218,10.933333333333334,2.430924800994191,0.5836134096397635,-5.0,-0.18334756002607716,0.7636975496232582,0,-0.23992266114609545,-0.057600334763153765,0,0,70,0,0,0
219,10.983333333333334,2.4214579028215777,0.621724717912137,-5.0,-0.1953205806347956,0.7607234358481215,0,-0.23898831574740448,-0.061361770121716674,0,0,70,0,0,0
220,11.033333333333333,2.4113935461444953,0.6596826249134323,-5.0,-0.207245408812887,0.7575616249481386,0,-0.23799500355786185,-0.06510806538167792,0,0,70,0,0,0
221,11.083333333333334,2.400734214192358,0.6974777650980732,-5.0,-0.21911910228743342,0.7542128970528374,0,-0.23694296966238693,-0.06883829620073914,0,0,70,0,0,0
222,11.133333333333333,2.389482536995825,0.7351008130807599,-5.0,-0.23093873140223992,0.7506780784107185,0,-0.2358324736346016,-0.07255154220026233,0,0,70,0,0,0
223,11.183333333333334,2.377641290737884,0.7725424859373685,-5.0,-0.24270137984068332,0.7469580411853889,0,-0.23466378947278396,-0.07624688719235966,0,0,70,0,0,0
224,11.233333333333334,2.365213397068864,0.8097935454953735,-5.0,-0.2544041453452697,0.7430537032403699,0,-0.23343720553226366,-0.07992341940594894,0,0,70,0,0,0
225,11.283333333333333,2.3522019223855635,0.8468448006132285,-5.0,-0.26604414043372315,0.7389660279126276,0,-0.23215302445427405,-0.08358023171171959,0,0,70,0,0,0
226,11.333333333333334,2.3386100770746676,0.883687109448143,-5.0,-0.27761849311142855,0.7346960237748836,0,-0.23081156309128065,-0.08721642184595325,0,0,70,0,0,0
227,11.383333333333333,2.324441214720628,0.9203113817116949,-5.0,-0.28912434758005323,0.730244744386766,0,-0.22941315242880203,-0.09083109263314372,0,0,70,0,0,0
228,11.433333333333334,2.309698831278217,0.9567085809127245,-5.0,-0.30055886494217315,0.7256132880348577,0,-0.22795813750374436,-0.0944233522073618,0,0,70,0,0,0
229,11.483333333333334,2.294386564209953,0.9928697265869515,-5.0,-0.3119192239017273,0.7208027974617114,0,-0.2264468773192684,-0.09799231423230964,0,0,70,0,0,0
230,11.533333333333333,2.278508191588614,1.0287858965127719,-5.0,-0.3232026214601313,0.7158144595838952,0,-0.22487974475621134,-0.10153709812001115,0,0,70,0,0,0
231,11.583333333333334,2.262067631165049,1.0644482289126818,-5.0,-0.3344062736078747,0.7106495051991384,0,-0.22325712648108348,-0.10505682924808375,0,0,70,0,0,0
232,11.633333333333333,2.2450689394015395,1.0998479246397879,-5.0,-0.3455274160114338,0.7053092086826503,0,-0.22157942285066448,-0.10855063917553848,0,0,70,0,0,0
233,11.683333333333334,2.2275163104709197,1.1349762493488669,-5.0,-0.3565633046953297,0.6997948876726883,0,-0.21984704781322117,-0.1120176658570547,0,0,70,0,0,0
234,11.733333333333334,2.2094140752217335,1.1698245356514334,-5.0,-0.3675112167191634,0.6941079027454484,0,-0.21806042880637194,-0.11545705385567702,0,0,70,0,0,0
235,11.783333333333333,2.190766700109659,1.2043841852542883,-5.0,-0.37836845084946,0.6882496570793658,0,-0.216220006651623,-0.11886795455388144,0,0,70,0,0,0
236,11.833333333333334,2.1715787860954787,1.2386466710810187,-5.0,-0.3891323282261581,0.6822215961088995,0,-0.2143262354456022,-0.12224952636295905,0,0,70,0,0,0
237,11.883333333333333,2.1518550675098593,1.2726035393759283,-5.0,-0.3998001930235785,0.6760252071678943,0,-0.21237958244801747,-0.12560093493066557,0,0,70,0,0,0
238,11.933333333333334,2.1316004108852304,1.306246411789872,-5.0,-0.41036941310570896,0.6696620191226025,0,-0.21038052796636755,-0.12892135334708502,0,0,70,0,0,0
239,11.983333333333334,2.110819813755038,1.3395669874474916,-5.0,-0.420837380675645,0.6631336019944601,0,-0.2083295652374334,-0.13220996234865776,0,0,70,0,0,0
240,12.033333333333333,2.0895184034206755,1.3725570449953295,-5.0,-0.4312015129190242,0.6564415665727068,0,-0.20622720030557906,-0.1354659505203211,0,0,70,0,0,0
241,12.083333333333334,2.0677014356864047,1.4052084446303263,-5.0,-0.44145925264129726,0.6495875640169477,0,-0.20407395189789324,-0.138688514495714,0,0,70,0,0,0
242,12.133333333333333,2.045374293562558,1.4375131301081965,-5.0,-0.45160806889867783,0.6425732854497547,0,-0.20187035129620065,-0.14187685915539594,0,0,70,0,0,0
243,12.183333333333334,2.022542485937368,1.469463130731183,-5.0,-0.4616454576226142,0.6354004615394075,0,-0.19961694220597664,-0.14503019782303028,0,0,70,0,0,0
244,12.233333333333334,1.9992116462177263,1.5010505633147102,-5.0,-0.47156894223763146,0.6280708620728765,0,-0.19731428062219572,-0.14814775245948525,0,0,70,0,0,0
245,12.283333333333333,1.9753875309392255,1.5322676341324413,-5.0,-0.48137607427238904,0.6205862955191551,0,-0.19496293469214823,-0.1512287538548032,0,0,70,0,0,0
246,12.333333333333334,1.951076018345825,1.5631066408392627,-5.0,-0.4910644339638047,0.6129486085830467,0,-0.1925634845752585,-0.15427244181799188,0,0,70,0,0,0
247,12.383333333333333,1.926283106939473,1.5935599743717244,-5.0,-0.5006316308540948,0.605159685749517,0,-0.19011652229993903,-0.15727806536459016,0,0,70,0,0,0
248,12.433333333333334,1.9010149140000774,1.6236201208254593,-5.0,-0.5100753043805836,0.5972214488187275,0,-0.1876226516175167,-0.1602448829019619,0,0,70,0,0,0
249,12.483333333333334,1.8752776740761483,1.6532796633091298,-5.0,-0.5193931244581369,0.5891358564318583,0,-0.18508248785326573,-0.1631721624122732,0,0,70,0,0,0
250,12.533333333333333,1.8490777374465246,1.6825312837744333,-5.0,-0.5285827920540763,0.5809049035878436,0,-0.18249665775458568,-0.16605918163310673,0,0,70,0,0,0
251,12.583333333333334,1.822421568553529,1.7113677648217218,-5.0,-0.5376420397554307,0.5725306211511354,0,-0.1798657993363608,-0.16890522823566922,0,0,70,0,0,0
252,12.633333333333333,1.7953157444079721,1.7397819914807862,-5.0,-0.5465686323283858,0.5640150753506176,0,-0.17719056172353936,-0.17170960000054777,0,0,70,0,0,0
253,12.683333333333334,1.7677669529663689,1.7677669529663687,-5.0,-0.5553603672697957,0.5553603672697958,0,-0.17447160499097197,-0.17447160499097197,0,0,70,0,0,0
254,12.733333333333334,1.7397819914807853,1.7953157444079724,-5.0,-0.5640150753506177,0.5465686323283856,0,-0.1717096000005477,-0.17719056172353942,0,0,70,0,0,0
