idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
206,10.383333333333333,0.4717975555521415,-0.07472539178261105,-19.105729166666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
207,10.433333333333334,0.4695928940775988,-0.07437620770886053,-19.03046875,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
208,10.483333333333333,0.46738823260305606,-0.07402702363511002,-18.955208333333335,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
209,10.533333333333333,0.46518357112851333,-0.0736778395613595,-18.879947916666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
210,10.583333333333332,0.4629789096539706,-0.07332865548760897,-18.8046875,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
211,10.633333333333333,0.4607742481794279,-0.07297947141385845,-18.729427083333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
212,10.683333333333334,0.4585695867048852,-0.07263028734010793,-18.65416666666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
213,10.733333333333333,0.45636492523034244,-0.07228110326635742,-18.578906250000003,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
214,10.783333333333333,0.45416026375579976,-0.0719319191926069,-18.503645833333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
215,10.833333333333332,0.45195560228125703,-0.07158273511885638,-18.428385416666668,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
216,10.883333333333333,0.4497509408067143,-0.07123355104510586,-18.353125000000002,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
217,10.933333333333334,0.4475462793321716,-0.07088436697135535,-18.277864583333333,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
218,10.983333333333333,0.4453416178576289,-0.07053518289760483,-18.202604166666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
219,11.033333333333333,0.44313695638308614,-0.0701859988238543,-18.12734375,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
220,11.083333333333332,0.44093229490854347,-0.06983681475010378,-18.052083333333336,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
221,11.133333333333333,0.43872763343400073,-0.06948763067635326,-17.976822916666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
222,11.183333333333334,0.436522971959458,-0.06913844660260275,-17.9015625,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
223,11.233333333333333,0.4343183104849153,-0.06878926252885223,-17.826302083333335,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
224,11.283333333333333,0.4321136490103726,-0.06844007845510171,-17.751041666666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
225,11.333333333333332,0.42990898753582985,-0.06809089438135119,-17.67578125,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
226,11.383333333333333,0.42770432606128717,-0.06774171030760068,-17.600520833333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
227,11.433333333333334,0.42549966458674443,-0.06739252623385016,-17.52526041666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
228,11.483333333333333,0.4232950031122017,-0.06704334216009963,-17.450000000000003,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
229,11.533333333333333,0.421090341637659,-0.06669415808634911,-17.374739583333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
230,11.583333333333332,0.4188856801631163,-0.06634497401259859,-17.299479166666668,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
231,11.633333333333333,0.41668101868857355,-0.06599578993884808,-17.224218750000002,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
232,11.683333333333334,0.41447635721403087,-0.06564660586509756,-17.148958333333333,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
233,11.733333333333333,0.41227169573948813,-0.06529742179134704,-17.073697916666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
234,11.783333333333333,0.4100670342649454,-0.06494823771759652,-16.9984375,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
235,11.833333333333332,0.4078623727904027,-0.06459905364384601,-16.923177083333336,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
236,11.883333333333333,0.40565771131586,-0.06424986957009549,-16.847916666666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
237,11.933333333333334,0.40345304984131725,-0.06390068549634496,-16.77265625,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
238,11.983333333333333,0.40124838836677457,-0.06355150142259444,-16.697395833333335,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
239,12.033333333333333,0.39904372689223183,-0.06320231734884392,-16.622135416666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
240,12.083333333333332,0.3968390654176891,-0.06285313327509341,-16.546875,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
241,12.133333333333333,0.3946344039431464,-0.06250394920134289,-16.471614583333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
242,12.183333333333334,0.3924297424686037,-0.06215476512759237,-16.39635416666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
243,12.233333333333333,0.39022508099406095,-0.061805581053841846,-16.32109375,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
244,12.283333333333333,0.38802041951951827,-0.06145639698009133,-16.245833333333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
245,12.333333333333332,0.38581575804497553,-0.061107212906340816,-16.170572916666668,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
246,12.383333333333333,0.3836110965704328,-0.060758028832590294,-16.0953125,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
247,12.433333333333334,0.3814064350958901,-0.06040884475883977,-16.020052083333333,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
248,12.483333333333333,0.3792017736213474,-0.06005966068508925,-15.944791666666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
249,12.533333333333333,0.37699711214680465,-0.05971047661133874,-15.869531250000001,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
250,12.583333333333332,0.3747924506722619,-0.05936129253758822,-15.794270833333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
251,12.633333333333333,0.37258778919771923,-0.0590121084638377,-15.719010416666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
252,12.683333333333334,0.3703831277231765,-0.058662924390087176,-15.64375,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
253,12.733333333333333,0.3681784662486338,-0.05831374031633666,-15.568489583333335,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
254,12.783333333333333,0.365973804774091,-0.05796455624258614,-15.493229166666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
255,12.833333333333332,0.36376914329954835,-0.057615372168835624,-15.41796875,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
256,12.883333333333333,0.36156448182500567,-0.0572661880950851,-15.342708333333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
257,12.933333333333334,0.35935982035046293,-0.05691700402133459,-15.267447916666669,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
258,12.983333333333333,0.3571551588759202,-0.056567819947584065,-15.1921875,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
259,13.033333333333333,0.35495049740137746,-0.05621863587383355,-15.116927083333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
260,13.083333333333332,0.3527458359268347,-0.05586945180008303,-15.041666666666668,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
261,13.133333333333333,0.35054117445229205,-0.055520267726332506,-14.96640625,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
262,13.183333333333334,0.3483365129777493,-0.05517108365258199,-14.891145833333333,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
263,13.233333333333333,0.3461318515032066,-0.054821899578831476,-14.815885416666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
264,13.283333333333333,0.3439271900286639,-0.054472715505080954,-14.740625000000001,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
265,13.333333333333332,0.34172252855412116,-0.05412353143133043,-14.665364583333334,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
266,13.383333333333333,0.33951786707957843,-0.05377434735757991,-14.590104166666666,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
267,13.433333333333334,0.33731320560503575,-0.053425163283829395,-14.51484375,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
268,13.483333333333333,0.335108544130493,-0.05307597921007887,-14.439583333333333,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
269,13.533333333333333,0.3329038826559503,-0.05272679513632836,-14.364322916666667,-0.04392134426678509,0.006956457529996111,1.499340696178301,0,0,0,0,90,0,0,0
